country,port,year,month,price_euro_kg,volume_sold_kg,wind_m_s
Italy,IT - Riposto,2014,6,1.74,2219,3.621327666
Italy,IT - Riposto,2018,11,1.75,560,4.162981053
Italy,IT - Riposto,2018,1,1.5,228,4.147246102
Italy,IT - Riposto,2018,6,1.92,780,3.631347642
Italy,IT - Riposto,2015,8,1.6799999,340,3.815984843
Italy,IT - Riposto,2017,12,2.8599999,105,5.167626724
Italy,IT - Riposto,2014,9,0.97000003,1190,3.271733713
Italy,IT - Riposto,2015,12,1.72,1260,2.463673332
Italy,IT - Riposto,2014,2,1.5,60,3.927761906
Italy,IT - Riposto,2017,10,1.7,497,3.530278496
Italy,IT - Riposto,2017,1,0.80000001,133,5.035079411
Italy,IT - Riposto,2017,8,1.75,535,3.15333785
Italy,IT - Riposto,2014,11,1.46,260,3.451095852
Italy,IT - Riposto,2015,11,1.5,1470,3.750239071
Italy,IT - Riposto,2019,5,2.2,516,4.108065476
Italy,IT - Riposto,2015,3,1.5,70,4.584704157
Italy,IT - Riposto,2017,3,1.5,70,3.975077817
Italy,IT - Riposto,2014,8,1,2740,3.268290632
Italy,IT - Riposto,2014,4,1.28,1329,3.8691244
Italy,IT - Riposto,2016,10,2,91,3.745817728
Italy,IT - Riposto,2016,11,1.5,210,4.435907657
Italy,IT - Riposto,2015,7,1.67,1050,3.350423244
Italy,IT - Riposto,2016,6,1.53,1010,3.645839612
Italy,IT - Riposto,2018,2,1.5,830,4.974413583
Italy,IT - Riposto,2013,2,8.2200003,1595,5.086587364
Italy,IT - Riposto,2013,9,1.75,360,2.781453279
Italy,IT - Riposto,2017,9,2.3199999,475,3.596204175
Italy,IT - Riposto,2015,4,1.8099999,1271,4.430404782
Italy,IT - Riposto,2013,4,1,105,3.621344478
Italy,IT - Riposto,2015,2,1.4299999,65,6.212696826
Italy,IT - Riposto,2015,5,2.21,700,3.911063834
Italy,IT - Riposto,2016,4,2.04,1220,4.6998975
Italy,IT - Riposto,2016,7,1.5,640,3.488061308
Italy,IT - Riposto,2015,10,1.5,490,3.67791092
Italy,IT - Riposto,2013,8,2,150,3.375806198
Italy,IT - Riposto,2013,1,0.69999999,400,5.605575938
Italy,IT - Riposto,2017,6,1.78,1245,3.436339114
Italy,IT - Riposto,2014,5,1.8,1084,3.504177521
Italy,IT - Riposto,2017,7,1.98,1253,3.603734051
Italy,IT - Riposto,2018,10,1.76,680,4.139172002
Italy,IT - Riposto,2018,5,2.0999999,2273,8.503828314
Italy,IT - Riposto,2015,6,2.0899999,1785,3.399791769
Italy,IT - Riposto,2018,3,1.42,630,4.822163158
Italy,IT - Riposto,2018,9,1.27,1292,3.2973825
Italy,IT - Salerno,2018,12,1,77,5.810416704
Italy,IT - Salerno,2017,3,0.63,470,4.965971546
Italy,IT - Salerno,2015,3,0.88,1130,5.862189929
Italy,IT - Salerno,2013,12,0.64999998,939,4.192318985
Italy,IT - Salerno,2013,7,0.51999998,2563,2.785615241
Italy,IT - Salerno,2018,8,0.75,1350,3.069828407
Italy,IT - Salerno,2018,9,0.70999998,1230,3.734136984
Italy,IT - Salerno,2013,8,0.44,953,3.177599499
Italy,IT - Salerno,2019,1,0.58999997,350,6.85440683
Italy,IT - Salerno,2013,5,0.68000001,156,4.933677039
Italy,IT - Salerno,2017,5,0.92000002,699.5,3.879078255
Italy,IT - Salerno,2016,5,0.82999998,2014,4.559742797
Italy,IT - Salerno,2017,4,0.75,774,4.409383186
Italy,IT - Salerno,2019,4,0.93000001,268,5.262524157
Italy,IT - Salerno,2014,8,0.56,2914,3.143501353
Italy,IT - Salerno,2015,6,0.63999999,3992,3.390344
Italy,IT - Salerno,2013,9,0.49000001,4209.5,3.996354917
Italy,IT - Salerno,2016,4,0.92000002,276,4.473830772
Italy,IT - Salerno,2017,11,0.57999998,165,4.919614296
Italy,IT - Salerno,2014,6,0.70999998,1887,3.79179752
Italy,IT - Salerno,2016,6,0.68000001,3246,3.653469379
Italy,IT - Salerno,2014,12,0.70999998,239,5.513446763
Italy,IT - Salerno,2014,2,1,175,5.290706683
Italy,IT - Salerno,2014,5,0.80000001,1781,3.479416499
Italy,IT - Salerno,2018,6,0.64999998,1362,3.895091592
Italy,IT - Salerno,2015,5,0.57999998,3160,3.967890872
Italy,IT - Salerno,2016,12,0.88999999,426,5.562920512
Italy,IT - Salerno,2016,7,0.74000001,2814,3.600882157
Italy,IT - Salerno,2016,9,1.02,1186,3.638382877
Italy,IT - Salerno,2015,2,0.51999998,350,6.528601737
Italy,IT - Salerno,2017,8,0.72000003,660,3.143425428
Italy,IT - Salerno,2015,12,0.50999999,1890,2.79026046
Italy,IT - Salerno,2018,2,0.72000003,735,6.267944981
Italy,IT - Salerno,2017,2,0.81999999,715,4.761413202
Italy,IT - Salerno,2015,1,0.66000003,280,5.68434526
Italy,IT - Salerno,2017,1,0.81999999,737,6.908526987
Italy,IT - Salerno,2017,12,0.82999998,160,7.143155428
Italy,IT - Salerno,2016,8,0.81999999,1015,3.824428698
Italy,IT - Salerno,2015,11,0.54000002,2926,4.228641817
Italy,IT - Salerno,2014,4,1,170,4.797076886
Italy,IT - Salerno,2015,10,0.72000003,3235,5.303015941
Italy,IT - Salerno,2014,11,0.56999999,2709,5.294164066
Italy,IT - Salerno,2017,7,0.83999997,1359,3.855049207
Italy,IT - Salerno,2014,3,0.54000002,1358,4.939529395
Italy,IT - Salerno,2015,7,0.63999999,4980,3.115208142
Italy,IT - Salerno,2015,4,0.57999998,5098,4.477077801
Italy,IT - Salerno,2014,1,0.30000001,350,6.212805135
Italy,IT - Salerno,2013,11,0.2,20,6.598137027
Italy,IT - Salerno,2017,6,0.79000002,1530.2,3.286879255
Italy,IT - Salerno,2013,10,0.69,806,3.410289152
Italy,IT - Salerno,2018,10,0.69999999,100,5.424879256
Italy,IT - Salerno,2014,9,0.69,5592,3.557719469
Italy,IT - Salerno,2018,5,0.81,1693,8.754958162
Italy,IT - Salerno,2018,7,0.88999999,506,3.320162136
Italy,IT - Salerno,2016,10,0.5,315,4.885323163
Italy,IT - Salerno,2015,8,0.57999998,5840,3.489712851
Italy,IT - Salerno,2015,9,0.50999999,4403,4.139551526
Italy,IT - Salerno,2019,6,0.60000002,1643,3.256684718
Italy,IT - Salerno,2013,6,0.60000002,4114,3.679169763
Italy,IT - Salerno,2017,10,0.77999997,585,4.047385324
Italy,IT - Salerno,2019,2,0.55000001,205,6.569758841
Italy,IT - Salerno,2014,7,0.77999997,2091,3.867295732
Italy,IT - Salerno,2019,3,0.63,230,4.884257197
Italy,IT - Salerno,2019,5,1,230,4.713228432
Italy,IT - Salerno,2014,10,0.56999999,3309,3.819636983
Italy,IT - San Benedetto del Tronto,2015,9,1,200,2.503437714
Italy,IT - San Benedetto del Tronto,2014,2,0.67000002,216,2.487344307
Italy,IT - San Benedetto del Tronto,2018,7,0.85000002,4615.7998,2.274609284
Italy,IT - San Benedetto del Tronto,2019,6,0.41,9505.0996,2.191556651
Italy,IT - San Benedetto del Tronto,2016,7,0.54000002,5470,1.816963132
Italy,IT - San Benedetto del Tronto,2016,2,0.30000001,4651,3.004693564
Italy,IT - San Benedetto del Tronto,2015,2,0.49000001,363.5,2.372616011
Italy,IT - San Benedetto del Tronto,2016,9,0.47,3192,1.797652213
Italy,IT - San Benedetto del Tronto,2013,1,0.41,1020,2.424160941
Italy,IT - San Benedetto del Tronto,2019,2,0.41,27696.699,2.689531249
Italy,IT - San Benedetto del Tronto,2018,5,0.54000002,7027.1001,6.544129842
Italy,IT - San Benedetto del Tronto,2018,1,0.58999997,24156.9,2.133050514
Italy,IT - San Benedetto del Tronto,2018,9,0.63,4011,1.970890196
Italy,IT - San Benedetto del Tronto,2015,10,0.55000001,1642,2.241412489
Italy,IT - San Benedetto del Tronto,2018,8,0.40000001,2762.8,1.911037218
Italy,IT - San Benedetto del Tronto,2016,6,0.41,16511.1,1.879525835
Italy,IT - San Benedetto del Tronto,2017,2,0.41,8926.9004,2.114719968
Italy,IT - San Benedetto del Tronto,2015,11,0.31,7533,1.809922752
Italy,IT - San Benedetto del Tronto,2016,5,0.38999999,7657.8999,2.367087745
Italy,IT - San Benedetto del Tronto,2017,12,0.46000001,18196.1,2.642314021
Italy,IT - San Benedetto del Tronto,2017,11,0.36000001,25043,2.177333621
Italy,IT - San Benedetto del Tronto,2015,4,0.54000002,804,2.298831999
Italy,IT - San Benedetto del Tronto,2018,10,0.47,7667.5,2.49360747
Italy,IT - San Benedetto del Tronto,2013,6,0.73000002,5078,1.687524616
Italy,IT - San Benedetto del Tronto,2016,12,0.38,25759.1,1.708120668
Italy,IT - San Benedetto del Tronto,2014,4,0.67000002,12,2.069491034
Italy,IT - San Benedetto del Tronto,2014,3,0.36000001,258,2.247024383
Italy,IT - San Benedetto del Tronto,2014,6,0.47,574.29999,1.815530158
Italy,IT - San Benedetto del Tronto,2015,3,0.30000001,489,2.683053494
Italy,IT - San Benedetto del Tronto,2018,2,0.44999999,42199,2.09514572
Italy,IT - San Benedetto del Tronto,2017,1,0.28999999,14418.6,2.406962865
Italy,IT - San Benedetto del Tronto,2018,4,0.45500001,12467,2.152500087
Italy,IT - San Benedetto del Tronto,2015,8,1.15,440,1.86952266
Italy,IT - San Benedetto del Tronto,2015,6,0.38999999,1662.3,1.987253966
Italy,IT - San Benedetto del Tronto,2016,11,0.19,18941,2.26906754
Italy,IT - San Benedetto del Tronto,2017,8,0.68000001,9642.2002,2.462062273
Italy,IT - San Benedetto del Tronto,2015,5,0.44,1960.2,2.459186838
Italy,IT - San Benedetto del Tronto,2019,4,0.47,3414.2,2.136286696
Italy,IT - San Benedetto del Tronto,2016,8,1.08,504,2.063582754
Italy,IT - San Benedetto del Tronto,2019,5,0.80000001,294,2.199343126
Italy,IT - San Benedetto del Tronto,2018,12,0.50999999,43581,1.921574132
Italy,IT - San Benedetto del Tronto,2018,11,0.34999999,24206,2.116364003
Italy,IT - San Benedetto del Tronto,2014,8,0.5,30,1.898832633
Italy,IT - San Benedetto del Tronto,2013,2,1.2,3.0999999,2.375971383
Italy,IT - San Benedetto del Tronto,2018,6,0.66000003,2488,2.121041182
Italy,IT - San Benedetto del Tronto,2017,10,0.50999999,18175.49,2.048718544
Italy,IT - San Benedetto del Tronto,2015,1,0.31999999,380.89999,2.488637785
Italy,IT - San Benedetto del Tronto,2016,1,0.23,3892,2.46035589
Italy,IT - San Benedetto del Tronto,2015,7,0.47,1500.1,1.88878169
Italy,IT - San Benedetto del Tronto,2015,12,0.30000001,10962,1.234273218
Italy,IT - San Benedetto del Tronto,2017,5,0.36000001,18331.4,2.099276898
Italy,IT - San Benedetto del Tronto,2017,4,0.38999999,8770.2002,2.297768236
Italy,IT - San Benedetto del Tronto,2016,3,0.41999999,4216,2.486466915
Italy,IT - San Benedetto del Tronto,2019,3,0.31999999,17837.6,2.439814515
Italy,IT - San Benedetto del Tronto,2016,4,0.33000001,4228.5,2.470442659
Italy,IT - San Benedetto del Tronto,2017,7,0.41,10461.2,2.370341883
Italy,IT - San Benedetto del Tronto,2017,3,0.55000001,7136,2.497375093
Italy,IT - San Benedetto del Tronto,2018,3,0.47999999,17414.301,2.619656181
Italy,IT - San Benedetto del Tronto,2013,3,1.25,15.3,2.78160596
Italy,IT - San Benedetto del Tronto,2017,6,0.38,22596.801,2.195040507
Italy,IT - San Benedetto del Tronto,2016,10,0.51999998,14235,2.031697757
Italy,IT - San Benedetto del Tronto,2019,1,0.31999999,50626.801,2.45214997
Italy,IT - San Benedetto del Tronto,2017,9,0.83999997,4032,2.42894031
Italy,IT - San Benedetto del Tronto,2014,5,1.03,122.3,1.864115728
Italy,IT - San Benedetto del Tronto,2014,12,0.43000001,216.2,2.403765831
Italy,IT - San Benedetto del Tronto,2013,12,0.43000001,2973,1.955634139
Italy,IT - San Benedetto del Tronto,2014,7,0.68000001,63,1.866049173
Italy,IT - San Benedetto del Tronto,2014,10,0.81999999,79.599998,1.990054871
Italy,IT - San Vito lo Capo,2014,6,1.45,555.79999,4.790781479
Italy,IT - San Vito lo Capo,2017,5,0.62,355,4.633629436
Italy,IT - San Vito lo Capo,2014,9,1.84,1865,5.053722172
Italy,IT - San Vito lo Capo,2015,3,2.1099999,134,7.114982372
Italy,IT - San Vito lo Capo,2017,3,1.83,147,6.238321539
Italy,IT - San Vito lo Capo,2014,5,0.70999998,4252,4.781953586
Italy,IT - San Vito lo Capo,2015,5,1.59,468,5.077586246
Italy,IT - San Vito lo Capo,2013,9,1.78,920,5.112280378
Italy,IT - San Vito lo Capo,2014,4,1.33,281,6.048774407
Italy,IT - San Vito lo Capo,2014,2,1.49,183,7.186061077
Italy,IT - San Vito lo Capo,2016,4,1.2,471,5.823646887
Italy,IT - San Vito lo Capo,2013,5,1.5,402.5,6.013763935
Italy,IT - San Vito lo Capo,2016,10,1.5,535,5.758098727
Italy,IT - San Vito lo Capo,2014,11,1.5,1422,6.589825916
Italy,IT - San Vito lo Capo,2018,8,1.77,268,3.646995952
Italy,IT - San Vito lo Capo,2016,8,1.67,535,3.757144672
Italy,IT - San Vito lo Capo,2017,11,2,24,6.141756712
Italy,IT - San Vito lo Capo,2014,10,1.51,1640,5.645592981
Italy,IT - San Vito lo Capo,2016,6,1.55,798,4.629358869
Italy,IT - San Vito lo Capo,2018,7,2,36,4.060497482
Italy,IT - San Vito lo Capo,2015,6,1.73,2045,4.548444823
Italy,IT - San Vito lo Capo,2019,4,0.94,1866,5.71861419
Italy,IT - San Vito lo Capo,2013,10,1.52,649.79999,5.225737119
Italy,IT - San Vito lo Capo,2015,9,1.77,631,5.482588145
Italy,IT - San Vito lo Capo,2016,3,1.5,125,7.051229085
Italy,IT - San Vito lo Capo,2014,7,1.23,2615.8999,5.419023847
Italy,IT - San Vito lo Capo,2013,4,1.54,106.8,5.405454883
Italy,IT - San Vito lo Capo,2017,8,1.5,280,4.010838718
Italy,IT - San Vito lo Capo,2017,6,1.15,420,3.260324093
Italy,IT - San Vito lo Capo,2019,1,1.12,92,8.011186014
Italy,IT - San Vito lo Capo,2015,12,1.5,120,3.407245453
Italy,IT - San Vito lo Capo,2013,8,1.97,575,4.240522045
Italy,IT - San Vito lo Capo,2016,5,1.5,405,5.914153453
Italy,IT - San Vito lo Capo,2016,7,1.46,593,4.234812136
Italy,IT - San Vito lo Capo,2017,4,1.53,150,5.637283496
Italy,IT - San Vito lo Capo,2014,12,1.5700001,219,7.497708263
Italy,IT - San Vito lo Capo,2019,5,1,20,5.550021984
Italy,IT - San Vito lo Capo,2019,3,1.5,30,6.222684638
Italy,IT - San Vito lo Capo,2016,11,1.5,190,6.611505588
Italy,IT - San Vito lo Capo,2018,5,2,54,8.769345982
Italy,IT - San Vito lo Capo,2018,9,1.5,163,4.4524302
Italy,IT - San Vito lo Capo,2017,1,1,48,7.212392444
Italy,IT - San Vito lo Capo,2016,9,1.6900001,440,4.612974214
Italy,IT - San Vito lo Capo,2017,10,1.5,43,5.146612004
Italy,IT - San Vito lo Capo,2019,2,0.67000002,99,6.604242168
Italy,IT - San Vito lo Capo,2017,9,1.5,270,5.369632092
Italy,IT - San Vito lo Capo,2014,1,1,6,9.210441595
Italy,IT - San Vito lo Capo,2015,10,1.5599999,165,6.35198132
Italy,IT - San Vito lo Capo,2014,3,0.51999998,4808,6.222311529
Italy,IT - San Vito lo Capo,2015,7,1.85,789,3.118481059
Italy,IT - San Vito lo Capo,2018,6,1.5,34,4.762418649
Italy,IT - San Vito lo Capo,2015,8,1.98,746,4.169049826
Italy,IT - San Vito lo Capo,2015,11,1.47,148,5.355683633
Italy,IT - San Vito lo Capo,2013,11,1.5,246.3,7.43755417
Italy,IT - San Vito lo Capo,2015,4,1.61,283,6.100497457
Italy,IT - San Vito lo Capo,2013,3,1.84,74,7.323705327
Italy,IT - San Vito lo Capo,2017,7,1.53,474,4.875095888
Italy,IT - San Vito lo Capo,2019,6,1.14,296,4.410825325
Italy,IT - San Vito lo Capo,2015,2,1.5,34,8.502312126
Italy,IT - San Vito lo Capo,2018,4,1.5,15,4.790586466
Italy,IT - San Vito lo Capo,2013,6,0.47,8124,4.965006755
Italy,IT - San Vito lo Capo,2014,8,1.65,1205.8,4.050806766
Italy,IT - Savona,2017,1,3,0.1,4.331563341
Italy,IT - Savona,2018,8,1.04,9983,2.575092358
Italy,IT - Savona,2017,10,1.05,426.79999,2.511698869
Italy,IT - Savona,2016,7,0.81,3871.8,2.486073582
Italy,IT - Savona,2019,6,1.02,16266,2.622512749
Italy,IT - Savona,2018,5,1.25,4997.1001,7.751979437
Italy,IT - Savona,2014,5,1.34,2377.8999,2.828465656
Italy,IT - Savona,2013,3,1.76,62.200001,3.146837123
Italy,IT - Savona,2018,12,2.27,27.200001,2.739523764
Italy,IT - Savona,2018,11,1.91,70,3.427377821
Italy,IT - Savona,2013,11,0.86000001,18.5,3.760601797
Italy,IT - Savona,2013,12,2.22,10.8,2.954429107
Italy,IT - Savona,2015,5,1.4299999,771,2.888181811
Italy,IT - Savona,2016,10,0.64999998,1315.8,3.000190672
Italy,IT - Savona,2013,7,0.97000003,2375,2.113288196
Italy,IT - Savona,2015,10,2.5699999,9.1000004,3.234114059
Italy,IT - Savona,2016,8,0.97000003,1869,2.591367554
Italy,IT - Savona,2014,4,1.28,1092,2.648005995
Italy,IT - Savona,2016,11,1.4400001,121.2,2.95766095
Italy,IT - Savona,2013,10,1.17,370,2.878447003
Italy,IT - Savona,2019,3,0.93000001,3164,3.678335509
Italy,IT - Savona,2015,7,0.85000002,364,2.304479746
Italy,IT - Savona,2019,5,0.94,27001,3.265786896
Italy,IT - Savona,2014,7,0.75999999,4261.2002,2.152091109
Italy,IT - Savona,2017,12,1.74,3.8,3.250136169
Italy,IT - Savona,2014,9,0.99000001,5968.5,2.212534812
Italy,IT - Savona,2015,8,1.45,73.699997,2.314836237
Italy,IT - Savona,2014,3,1.13,3274.3999,3.223199002
Italy,IT - Savona,2013,1,2.0699999,72.800003,3.057262311
Italy,IT - Savona,2014,12,2,0.60000002,3.254980985
Italy,IT - Savona,2014,8,1.17,1687.1,2.277315089
Italy,IT - Savona,2016,9,0.99000001,2894,2.562171497
Italy,IT - Savona,2013,9,0.81999999,1847.7,2.173622979
Italy,IT - Savona,2017,9,0.97500002,2357.8999,2.821050011
Italy,IT - Savona,2015,12,3.1600001,4,1.992478216
Italy,IT - Savona,2013,8,0.77999997,1280,2.2738751
Italy,IT - Savona,2018,10,0.92000002,618.59998,3.795201657
Italy,IT - Savona,2017,2,0.86000001,231.2,3.434680433
Italy,IT - Savona,2015,11,2.4200001,17.700001,2.676929717
Italy,IT - Savona,2015,1,2.6099999,1,3.313928243
Italy,IT - Savona,2016,12,0.89999998,225.39999,2.89308357
Italy,IT - Savona,2017,4,0.98000002,3794.8999,2.878776738
Italy,IT - Savona,2014,6,0.94,4657,2.534915451
Italy,IT - Savona,2014,11,2.25,14,2.944437057
Italy,IT - Savona,2018,4,0.93000001,3120.2,3.216513787
Italy,IT - Savona,2018,9,1,8075.1001,2.703966273
Italy,IT - Savona,2016,6,1.45,1565.9,2.471678445
Italy,IT - Savona,2016,4,1.26,1905.8,3.129604094
Italy,IT - Savona,2013,4,0.69999999,5201,2.632827047
Italy,IT - Savona,2018,6,0.81,9621.9004,2.532527104
Italy,IT - Savona,2017,5,1.37,1810.8,2.385692324
Italy,IT - Savona,2017,8,1.41,1674.1,2.413784143
Italy,IT - Savona,2016,3,1.49,829.40002,3.859418332
Italy,IT - Savona,2017,7,1.11,1618.1,2.496698888
Italy,IT - Savona,2014,10,0.67000002,680,2.509580601
Italy,IT - Savona,2015,6,1.03,987.09998,2.488722234
Italy,IT - Savona,2019,4,0.81999999,13068.5,3.438195345
Italy,IT - Savona,2017,6,1.14,3889.7,2.565346115
Italy,IT - Savona,2017,3,1.26,300,2.914317546
Italy,IT - Savona,2018,7,1.05,10566,2.30035
Italy,IT - Savona,2013,5,1.03,7158.6001,2.949418698
Italy,IT - Savona,2013,6,0.92000002,5857.2998,2.234789206
Italy,IT - Savona,2016,5,1.27,1903,2.961248428
Italy,IT - Savona,2015,9,1.62,394,3.047695203
Italy,IT - Savona,2015,3,1.42,550,3.697832503
Italy,IT - Savona,2015,4,1.26,2000,2.769456544
Italy,IT - Sciacca,2015,2,1.8099999,11703,7.226206619
Italy,IT - Sciacca,2014,12,1.5700001,16883,4.954078588
Italy,IT - Sciacca,2014,7,1.725,21369,4.808781382
Italy,IT - Sciacca,2018,11,0.89999998,39574,5.143570425
Italy,IT - Sciacca,2018,7,1.4349999,35611,4.570439191
Italy,IT - Sciacca,2016,5,1.6950001,23165,5.882301001
Italy,IT - Sciacca,2013,7,1.55,59035,3.559768273
Italy,IT - Sciacca,2013,6,1.4299999,27508,4.824872638
Italy,IT - Sciacca,2014,3,1.12,23032,5.318427308
Italy,IT - Sciacca,2014,10,1.6849999,29186,3.680703982
Italy,IT - Sciacca,2018,4,1.335,38351,5.132726009
Italy,IT - Sciacca,2017,3,1.1900001,17519,5.108303322
Italy,IT - Sciacca,2019,3,1.03,9609,5.601697789
Italy,IT - Sciacca,2016,7,1.635,15568,4.884908209
Italy,IT - Sciacca,2014,5,1.5,17631.5,4.833890215
Italy,IT - Sciacca,2016,4,1.725,11694,5.780280713
Italy,IT - Sciacca,2013,1,1.67,5483,6.491755954
Italy,IT - Sciacca,2016,3,2.24,4213,6.11500397
Italy,IT - Sciacca,2014,4,1.36,19011,5.293198085
Italy,IT - Sciacca,2019,5,1.61,10936,5.519329594
Italy,IT - Sciacca,2014,1,1.41,14234,6.276890107
Italy,IT - Sciacca,2017,1,1.725,6391,6.022895919
Italy,IT - Sciacca,2018,1,1.05,9245,6.13865123
Italy,IT - Sciacca,2013,12,1.5,12688,3.967606857
Italy,IT - Sciacca,2014,6,1.6,16297.5,3.780063393
Italy,IT - Sciacca,2018,3,1.075,12874,6.022250593
Italy,IT - Sciacca,2016,9,1.6733333,14556,4.737620496
Italy,IT - Sciacca,2013,11,2.145,29583,4.926545682
Italy,IT - Sciacca,2017,12,2.0933332,9007,5.714309856
Italy,IT - Sciacca,2018,12,0.95999998,27402,5.446671915
Italy,IT - Sciacca,2018,8,1.03,33169,4.039697437
Italy,IT - Sciacca,2015,10,1.5599999,56267,4.663392548
Italy,IT - Sciacca,2017,2,1.23,10857,4.459089461
Italy,IT - Sciacca,2017,8,1.28,19163,4.079350738
Italy,IT - Sciacca,2016,11,1.05,20778,5.245715501
Italy,IT - Sciacca,2018,10,0.79000002,41993,5.230422408
Italy,IT - Sciacca,2017,11,1.25,15426,5.016493576
Italy,IT - Sciacca,2016,12,1.73,9561,5.573600293
Italy,IT - Sciacca,2017,10,0.80000001,26947,4.889239912
Italy,IT - Sciacca,2015,7,1.71,21690,4.367187837
Italy,IT - Sciacca,2015,6,1.72,18740,4.65720665
Italy,IT - Sciacca,2016,1,1.6166667,7066,4.977695421
Italy,IT - Sciacca,2017,9,1.12,27841,4.550626934
Italy,IT - Sciacca,2013,10,0.67000002,98982,3.845198699
Italy,IT - Sciacca,2018,9,0.82999998,39291,3.451261598
Italy,IT - Sciacca,2018,5,1.0599999,11771,9.382013351
Italy,IT - Sciacca,2014,11,1.6799999,26345,4.398952479
Italy,IT - Sciacca,2015,1,1.66,10867,5.594406995
Italy,IT - Sciacca,2013,8,0.94,51272,3.617426872
Italy,IT - Sciacca,2019,1,1.03,16670,6.353302504
Italy,IT - Sciacca,2013,3,1.65,12065,5.901331649
Italy,IT - Sciacca,2015,5,1.1799999,35330,5.139677727
Italy,IT - Sciacca,2016,2,1.6975,7949,5.958324358
Italy,IT - Sciacca,2018,2,1.02,9069,6.093862152
Italy,IT - Sciacca,2019,6,1.3200001,9247,3.704593132
Italy,IT - Sciacca,2015,11,1.625,21063,4.836424172
Italy,IT - Sciacca,2015,4,1.4299999,55405,5.163835241
Italy,IT - Sciacca,2015,9,1.485,29557,4.698247679
Italy,IT - Sciacca,2019,4,1.2,6819,5.816355347
Italy,IT - Sciacca,2015,8,1.86,21007,4.176293944
Italy,IT - Sciacca,2014,2,1.25,25875,5.075505504
Italy,IT - Sciacca,2015,12,2.02,12400,3.241459008
Italy,IT - Sciacca,2013,9,0.81,66088,3.644997378
Italy,IT - Sciacca,2018,6,1.3,14259,5.049472893
Italy,IT - Sciacca,2016,10,1.5,42303,4.386703076
Italy,IT - Sciacca,2017,7,1.64,9123,4.82954728
Italy,IT - Sciacca,2015,3,2.3166666,19893,6.611213697
Italy,IT - Sciacca,2017,5,1.7,7915,5.06900396
Italy,IT - Sciacca,2017,4,1.6799999,8405,5.078690411
Italy,IT - Sciacca,2014,9,2.7650001,62013.801,4.370176524
Italy,IT - Sciacca,2013,2,1.27,15390,6.035644134
Italy,IT - Sciacca,2017,6,1.5650001,14774,3.717218821
Italy,IT - Sciacca,2013,5,2.1849999,27140,5.579847081
Italy,IT - Sciacca,2016,6,1.655,17272,4.572203431
Italy,IT - Sciacca,2019,2,1.04,16561,4.916416831
Italy,IT - Sciacca,2014,8,2.23,30061,3.874990082
Italy,IT - Sciacca,2016,8,0.97000003,45186.602,4.703764179
Italy,IT - Sciacca,2013,4,1.47,15238.8,5.262912036
Italy,IT - Terracina,2017,3,1.09,687.29999,3.603350696
Italy,IT - Terracina,2014,6,1.0700001,955.40002,3.126559348
Italy,IT - Terracina,2013,8,1.2,1520.2,2.93144603
Italy,IT - Terracina,2014,1,0.87,343.60001,4.014433427
Italy,IT - Terracina,2013,5,1.17,269.29999,3.816859749
Italy,IT - Terracina,2017,7,1,1162.5,3.555867956
Italy,IT - Terracina,2014,10,0.92000002,439.29999,3.107437814
Italy,IT - Terracina,2017,8,1.5599999,631.70001,3.367138811
Italy,IT - Terracina,2018,4,1.14,455,3.241127769
Italy,IT - Terracina,2014,11,0.95999998,595.34998,3.896760931
Italy,IT - Terracina,2016,1,0.86000001,881.65002,3.932173685
Italy,IT - Terracina,2019,2,0.47,1909.05,3.521290686
Italy,IT - Terracina,2013,2,1,988.90002,4.058857264
Italy,IT - Terracina,2016,4,1.11,595.54999,3.691896124
Italy,IT - Terracina,2016,5,1.55,835.90002,3.468830692
Italy,IT - Terracina,2018,11,0.70999998,1045,3.966977072
Italy,IT - Terracina,2019,1,0.55000001,1641.3,3.654096581
Italy,IT - Terracina,2015,7,1.1,1624.75,2.919575174
Italy,IT - Terracina,2016,10,0.87,214.7,3.214957984
Italy,IT - Terracina,2013,11,0.69999999,615.45001,4.861843262
Italy,IT - Terracina,2013,9,1.09,1282.3,3.235992682
Italy,IT - Terracina,2019,3,0.55000001,1834.15,3.328506019
Italy,IT - Terracina,2014,4,0.83999997,963.84998,3.279254547
Italy,IT - Terracina,2014,7,1.1,1352.35,3.362905584
Italy,IT - Terracina,2018,6,1.01,15639,3.363333269
Italy,IT - Terracina,2017,9,1.0599999,2625.7,3.469858294
Italy,IT - Terracina,2018,5,0.93000001,407.04999,7.974843474
Italy,IT - Terracina,2016,12,0.80000001,1635.55,3.468927835
Italy,IT - Terracina,2017,11,0.82999998,1001.4,3.481625434
Italy,IT - Terracina,2015,4,0.67000002,2334.6499,3.200363548
Italy,IT - Terracina,2015,3,0.75999999,1430.05,3.973028313
Italy,IT - Terracina,2019,6,0.88,2335.8,2.718755736
Italy,IT - Terracina,2014,8,1.36,2094,2.936662762
Italy,IT - Terracina,2013,7,0.56999999,1984.87,2.748880942
Italy,IT - Terracina,2016,3,1.28,279.25,3.729999025
Italy,IT - Terracina,2013,10,0.41999999,104,2.748428208
Italy,IT - Terracina,2018,3,0.93000001,1015.25,4.51840756
Italy,IT - Terracina,2015,10,0.83999997,1203.35,3.686140794
Italy,IT - Terracina,2015,5,0.72000003,2730.7,3.457704647
Italy,IT - Terracina,2016,6,1.015,3440.6001,3.172505457
